,DateReopened,DateClosed,Property,PropertyType,Status,Jurisdiction,Article
1254,15 May 2020,17 Mar 2020,SouthWind Casino - Braman,Indian Casino,Open,Oklahoma,Three SouthWind Casinos announce reopening dates
1255,15 May 2020,17 Mar 2020,StoneWolf Casino,Indian Casino,Open,Oklahoma,StoneWolf Casino will reopen on Friday
1256,15 May 2020,19 Mar 2020,Tyler Bingo,Bingo Hall,Open,Texas,Tyler Bingo to reopen on 15 May
1257,15 May 2020,17 Mar 2020,Win-River Resort & Casino,Indian Casino,Open,California,Win-River Resort & Casino reopens
1258,15 May 2020,25 Mar 2020,Wooden Nickel Casino,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1259,14 May 2020,22 Mar 2020,7 Clans Gasino Red Rock,Indian Casino,Open,Oklahoma,7 Clans Casinos begin reopening
1260,14 May 2020,22 Mar 2020,7 Clans Perry Casino,Indian Casino,Open,Oklahoma,7 Clans Casinos begin reopening
1261,14 May 2020,23 Mar 2020,Daytona Beach Bingo,Bingo Hall,Open,Florida,Daytona Beach Bingo reopens
1262,14 May 2020,23 Mar 2020,Disston Plaza Bingo,Bingo Hall,Open,Florida,
1263,14 May 2020,16 Mar 2020,Highway 77 Bingo Hall,Bingo Hall,Open,Florida,Highway 77 Bingo Hall updates its reopening status
1264,14 May 2020,17 Mar 2020,Spokane Tribe Casino,Indian Casino,Open,Washington,Spokane Tribe Casino reopens
1265,14 May 2020,2 Apr 2020,Town & Country Bingo,Bingo Hall,Open,Florida,Town & Country Bingo reopens
1266,13 May 2020,17 Mar 2020,Angel of the Winds Casino Resort,Indian Casino,Open,Washington,Angel of the Winds Casino Resort reopens
1267,13 May 2020,1 Apr 2020,Gold Country Inn,Commercial Casino,Open,South Dakota,Gold Country Inn reopens today
1268,13 May 2020,21 Mar 2020,Graceful Bingo,Bingo Hall,Open,Florida,Graceful Bingo reopens
1269,11 May 2020,13 Mar 2020,10 Cent Bingo,Bingo Hall,Open,Florida,10 Cent Bingo reopens tonight
1270,11 May 2020,20 Mar 2020,Ambler Bingo,Bingo Hall,Open,Texas,Ambler Bingo is reopening
1271,11 May 2020,25 Mar 2020,Celebrity Hotel & Casino,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1272,11 May 2020,19 Mar 2020,El Mercado Bingo Hall,Bingo Hall,Open,Texas,El Mercado Bingo Hall reopening
1273,11 May 2020,19 Mar 2020,El Mercado Night Bingo,Bingo Hall,Open,Texas,El Mercado Night Bingo reopens
1274,11 May 2020,17 Mar 2020,Lucky Boniface Bingo,Bingo Hall,Open,Alaska,Lucky Boniface Bingo reopens
1275,11 May 2020,17 Mar 2020,Prime Social Poker Club,Commercial Casino,Open,Texas,Prime Social Poker Club reopens today
1276,11 May 2020,18 Mar 2020,Thunderbird Casino - Norman,Indian Casino,Open,Oklahoma,Thunderbird Casinos in Oklahoma open doors today
1277,11 May 2020,18 Mar 2020,Thunderbird Casino - Shawnee,Indian Casino,Open,Oklahoma,Thunderbird Casinos in Oklahoma open doors today
1278,11 May 2020,16 Mar 2020,Tudor Bingo Center,Bingo Hall,Open,Alaska,Tudor Bingo Center reopens
1279,10 May 2020,20 Mar 2020,Jackpot Bingo,Bingo Hall,Open,Florida,Jackpot Bingo reopens
1280,9 May 2020,17 Mar 2020,Bingo Time,Bingo Hall,Open,Florida,Bingo Time reopens
1281,9 May 2020,18 Mar 2020,Ocala Bingo Hall,Bingo Hall,Open,Florida,Ocala Bingo Hall reopens
1282,8 May 2020,19 Mar 2020,Bingo Gardens - McAllen,Bingo Hall,Open,Texas,Texas bingo halls announce reopening dates
1283,8 May 2020,22 Mar 2020,Buffalo Bodega Gaming Complex,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1284,8 May 2020,20 Mar 2020,Derby Lane,Dog Track Racino,Racing without Spectators,Florida,Derby Lane will not reopen as previously announced
1285,8 May 2020,20 Mar 2020,Horse Palace - Casper Mills,Off-Track Betting Facility,Open,Wyoming,Horse Palace - Casper Mills reopening
1286,8 May 2020,18 Mar 2020,Osage Casino Hotel - Ponca City,Indian Casino,Open,Oklahoma,Osage Casinos in Oklahoma announce reopening dates
1287,7 May 2020,22 Mar 2020,7 Clans First Council Casino Hotel,Indian Casino,Open,Oklahoma,"7 Clans Casinos begin reopening
         



          Newkirk casinos will reopen May 7th"
1288,7 May 2020,22 Mar 2020,7 Clans Gasino Chilocco,Indian Casino,Open,Oklahoma,"7 Clans Casinos begin reopening
         



          Newkirk casinos will reopen May 7th"
1289,7 May 2020,25 Mar 2020,777 Casino,Commercial Casino,Open,South Dakota,
1290,7 May 2020,21 Mar 2020,Belcher Bingo North,Bingo Hall,Open,Florida,Belcher Bingo North reopens
1291,7 May 2020,25 Mar 2020,Cadillac Jack's Gaming Resort,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1292,7 May 2020,22 Mar 2020,Comfort Inn at Gulches of Fun Casino,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1293,7 May 2020,20 Mar 2020,Corpus Christi Bingo Center,Bingo Hall,Open,Texas,Corpus Christi Bingo Center has reopened
1294,7 May 2020,22 Mar 2020,Deadwood Mountain Grand Hotel & Casino,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1295,7 May 2020,25 Mar 2020,Deadwood Station Bunkhouse and Gambling Hall,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1296,7 May 2020,18 Mar 2020,El Bingo Grande,Bingo Hall,Open,Texas,El Bingo Grande reopens
1297,7 May 2020,25 Mar 2020,Gold Dust Casino and Hotel,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1298,7 May 2020,25 Mar 2020,Hickok's Hotel and Gaming,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1299,7 May 2020,19 Mar 2020,Longhorn Bingo Corral,Bingo Hall,Open,Texas,Longhorn Bingo Corral reopens
1300,7 May 2020,25 Mar 2020,Lucky 8 Casino and Super-8 Motel,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1301,7 May 2020,25 Mar 2020,Mineral Palace Hotel and Gaming,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1302,7 May 2020,20 Mar 2020,Redmen Bingo - Tye,Bingo Hall,Open,Texas,Redmen Bingo - Tye reopens
1303,7 May 2020,25 Mar 2020,Silverado Franklin Historic Hotel and Gaming Complex,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1304,7 May 2020,24 Mar 2020,The Lodge at Deadwood Gaming Resort,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1305,7 May 2020,25 Mar 2020,Tin Lizzie Gaming Resort,Commercial Casino,Open,South Dakota,Deadwood casinos begin to reopen this week
1306,6 May 2020,21 Mar 2020,Belcher Bingo,Bingo Hall,Open,Florida,Belcher Bingo reopens
1307,6 May 2020,25 Mar 2020,Triple Crown Casino,Off-Track Betting Facility,Open,South Dakota,
1308,5 May 2020,19 Mar 2020,All Saints Charity Bingo,Bingo Hall,Open,Texas,Texas bingo halls announce reopening dates
1309,5 May 2020,24 Mar 2020,Hurricane Bingo,Bingo Hall,Open,Florida,Hurricane Bingo reopens
1310,5 May 2020,16 Mar 2020,Kalispel Casino,Indian Casino,Open,Washington,Kalispel Casino to reopen on 5 May
1311,5 May 2020,17 Mar 2020,Lucky 7 Casino,Commercial Casino,Open,Montana,Lucky 7 Casino reopens today
1312,5 May 2020,22 Mar 2020,Midpoint Bingo,Bingo Hall,Open,Florida,Midpoint Bingo sessions resume
1313,5 May 2020,16 Mar 2020,Northern Quest Resort & Casino,Indian Casino,Open,Washington,Northern Quest Resort and Casino announces it will reopen on Tuesday
1314,5 May 2020,22 Mar 2020,Pondella Bingo,Bingo Hall,Open,Florida,Pondella Bingo sessions resume
1315,5 May 2020,19 Mar 2020,The Bingo Ranch,Bingo Hall,Open,Texas,Texas bingo halls announce reopening dates
1316,4 May 2020,17 Mar 2020,Big B Bingo & Casino,Commercial Casino,Open,Montana,Big B Bingo & Casino reopens
1317,4 May 2020,20 Mar 2020,Bingo Barn - Midland,Bingo Hall,Open,Texas,Bingo Barn - Midland reopens
1318,4 May 2020,26 Mar 2020,Country Bingo,Bingo Hall,Open,Florida,Country Bingo reopens
1319,4 May 2020,20 Mar 2020,La Jolla Trading Post & Casino,Indian Casino,Open,California,La Jolla Trading Post & Casino reopens
1320,2 May 2020,23 Mar 2020,N-41 Bingo,Bingo Hall,Open,Florida,N-41 Bingo reopens
1321,1 May 2020,19 Mar 2020,Bingo at Hillsboro,Bingo Hall,Open,Texas,Bingo at Hillsboro to reopen 1 May
1322,1 May 2020,19 Mar 2020,Crosstown Bingo,Bingo Hall,Open,Texas,Crosstown Bingo reopens
1323,1 May 2020,21 Mar 2020,Flamingo Bingo - Cleburne,Bingo Hall,Open,Texas,Flamingo Bingo - Cleburne reopens
1324,1 May 2020,19 Mar 2020,Las Vegas Bingo Hall,Bingo Hall,Open,Texas,Las Vegas Bingo Hall reopens
1325,1 May 2020,20 Mar 2020,Longview Bingo Center,Bingo Hall,Open,Texas,
1326,1 May 2020,15 Mar 2020,Northern Winz 2,Indian Casino,Open,Montana,Northern Winz Hotel & Casino reopens today
1327,1 May 2020,19 Mar 2020,Palace Bingo,Bingo Hall,Open,Texas,Palace Bingo reopens
1328,1 May 2020,15 Mar 2020,Palm Beach Kennel Club Poker Room,Dog Track Racino,Racing without Spectators,Florida,Palm Beach Kennel Club resumes live racing
1329,1 May 2020,19 Mar 2020,Reno Bingo,Bingo Hall,Open,Texas,Reno Bingo reopens
1330,1 May 2020,19 Mar 2020,Rosenberg Night Bingo,Bingo Hall,Open,Texas,Rosenberg Night Bingo reopens
1331,1 May 2020,21 Mar 2020,Super Bingo,Bingo Hall,Open,Texas,Super Bingo to reopen on 1 May
1332,1 May 2020,21 Mar 2020,Super Bingo Too,Bingo Hall,Open,Texas,Super Bingo to reopen on 1 May
1333,1 May 2020,17 Mar 2020,Tejas Bingo,Bingo Hall,Open,Texas,Texas bingo halls announce reopening dates
1334,1 May 2020,18 Mar 2020,Tonkawa Hotel & Casino,Indian Casino,Open,Oklahoma,Tonkawa Hotel and Casino in Oklahoma reopens
1335,1 May 2020,20 Mar 2020,Triple City Bingo,Bingo Hall,Open,Texas,Triple City Bingo reopens
1336,1 May 2020,20 Mar 2020,Truro Raceway,Horse Track Racino,Racing without Spectators,Nova Scotia,Truro Raceway updated reopening status
1337,1 May 2020,19 Mar 2020,Weber Bingo,Bingo Hall,Open,Texas,Weber Bingo is reopening
1338,29 Apr 2020,18 Mar 2020,Everman Bingo,Bingo Hall,Open,Texas,Everman Bingo has reopened
1339,28 Apr 2020,27 Mar 2020,Deano's Casino,Commercial Casino,Open,South Dakota,
1340,27 Apr 2020,20 Mar 2020,Coeur d'Alene Casino Resort Hotel,Indian Casino,Open,Idaho,Coeur d'Alene Casino Resort Hotel in Idaho will reopen on 27 April
1341,23 Mar 2020,16 Mar 2020,Fonner Park,Horse Track,Racing without Spectators,Nebraska,Fonner Park announces no-spectator racing
1342,,,Country Club Bingo,Bingo Hall,Open,Texas,
1343,,,Eagle River Bingo & Casino,Bingo Hall,Open,Alaska,
1344,,,Lebanon Poker Room & Casino,Card Room,Open,New Hampshire,
1345,,20 Mar 2020,Ranchman's 23,Indian Casino,Open,North Dakota,
1346,,,Riverside Entertainment Center,Commercial Casino,Open,New Brunswick,
1347,,20 Mar 2020,Sportsman Bar,Indian Casino,Open,North Dakota,
